"This the the original data from Richard P. Rumelt, Strategy, Structure, and Economic Performance,",,,,,,,
"updated to extend to 1974. The rank column shows ranks in only 1949,1959, 1969,and 1974. ",,,,,,,
"The 1949 ranks are exact for 1-99, 100-200 are marked 200, and 300-500 are marked 500.",,,,,,,
"In500  = 1 when the firm was in the top 500, and 0 when it was smaller than that. ",,,,,,,
Data begins and ends in 1949 and 1974 unless the firm was formed after 1949 and/or was acquired or otherwise disappeared before 1974.,,,,,,,
Change the extension to CSV to open as a spreadsheet.,,,,,,,

Name,Symbol,SIC,Year,In 500,Rank,Strategy,Structure
HOERNER-WALDORF CORP,HWC,2653,1972,1,--,DV,PD
HOERNER-WALDORF CORP,HWC,2653,1973,1,--,DV,PD
HOERNER-WALDORF CORP,HWC,2653,1974,1,357,DV,PD
HOOKER CHEMICAL,HOK_,2802,1949,0,0,RC,FU
HOOKER CHEMICAL,HOK_,2802,1950,0,--,RC,FU
HOOKER CHEMICAL,HOK_,2802,1951,0,--,RC,FU
HOOKER CHEMICAL,HOK_,2802,1952,0,--,RC,FU
HOOKER CHEMICAL,HOK_,2802,1953,0,--,RC,FU
HOOKER CHEMICAL,HOK_,2802,1954,0,--,RC,FU
HOOKER CHEMICAL,HOK_,2802,1955,1,--,RC,FU
HOOKER CHEMICAL,HOK_,2802,1956,1,--,RC,FU
HOOKER CHEMICAL,HOK_,2802,1957,1,--,RC,FU
HOOKER CHEMICAL,HOK_,2802,1958,1,--,RC,FU
HOOKER CHEMICAL,HOK_,2802,1959,1,283,RC,PD
HOOKER CHEMICAL,HOK_,2802,1960,1,--,RC,PD
HOOKER CHEMICAL,HOK_,2802,1961,1,--,RC,PD
HOOKER CHEMICAL,HOK_,2802,1962,1,--,RC,PD
HOOKER CHEMICAL,HOK_,2802,1963,1,--,RC,PD
HOOKER CHEMICAL,HOK_,2802,1964,1,--,RL,PD
HOOKER CHEMICAL,HOK_,2802,1965,1,--,RL,PD
HOOKER CHEMICAL,HOK_,2802,1966,1,--,RL,PD
HOOKER CHEMICAL,HOK_,2802,1967,1,--,RL,PD
HOOKER CHEMICAL,HOK_,2802,1968,0,--,RL,PD
HORMEL (GEO A) & CO,HRL,2010,1949,1,200,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1950,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1951,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1952,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1953,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1954,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1955,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1956,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1957,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1958,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1959,1,117,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1960,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1961,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1962,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1963,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1964,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1965,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1966,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1967,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1968,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1969,1,178,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1970,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1971,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1972,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1973,1,--,SV,FU
HORMEL (GEO A) & CO,HRL,2010,1974,1,215,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1949,1,200,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1950,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1951,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1952,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1953,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1954,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1955,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1956,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1957,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1958,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1959,1,111,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1960,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1961,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1962,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1963,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1964,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1965,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1966,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1967,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1968,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1969,1,269,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1970,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1971,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1972,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1973,1,--,SV,FU
HYGRADE FOOD PRODUCTS CORP,HFO,2010,1974,1,356,SV,FU
INGERSOLL-RAND CO,IR,3560,1949,1,500,RC,FU
INGERSOLL-RAND CO,IR,3560,1950,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1951,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1952,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1953,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1954,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1955,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1956,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1957,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1958,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1959,1,269,RC,FU
INGERSOLL-RAND CO,IR,3560,1960,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1961,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1962,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1963,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1964,1,--,RC,FU
INGERSOLL-RAND CO,IR,3560,1965,1,--,RC,PD
INGERSOLL-RAND CO,IR,3560,1966,1,--,RC,PD
INGERSOLL-RAND CO,IR,3560,1967,1,--,RC,PD
INGERSOLL-RAND CO,IR,3560,1968,1,--,RC,PD
INGERSOLL-RAND CO,IR,3560,1969,1,160,RC,PD
INGERSOLL-RAND CO,IR,3560,1970,1,--,RC,PD
INGERSOLL-RAND CO,IR,3560,1971,1,--,RC,PD
INGERSOLL-RAND CO,IR,3560,1972,1,--,RC,PD
INGERSOLL-RAND CO,IR,3560,1973,1,--,RC,PD
INGERSOLL-RAND CO,IR,3560,1974,1,142,RC,PD
INLAND CONTAINER CORP,IN,2650,1949,1,500,SB,FU
INLAND CONTAINER CORP,IN,2650,1950,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1951,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1952,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1953,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1954,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1955,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1956,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1957,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1958,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1959,1,400,SB,FU
INLAND CONTAINER CORP,IN,2650,1960,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1961,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1962,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1963,1,--,SB,FU
INLAND CONTAINER CORP,IN,2650,1964,1,--,SB,PD
INLAND CONTAINER CORP,IN,2650,1965,1,--,SB,PD
INLAND CONTAINER CORP,IN,2650,1966,1,--,SB,PD
INLAND CONTAINER CORP,IN,2650,1967,1,--,SB,PD
INLAND CONTAINER CORP,IN,2650,1968,1,--,SB,PD
INLAND CONTAINER CORP,IN,2650,1969,1,444,SB,PD
INLAND CONTAINER CORP,IN,2650,1970,1,--,SB,PD
INLAND CONTAINER CORP,IN,2650,1971,1,--,SB,PD
INLAND CONTAINER CORP,IN,2650,1972,1,--,SB,PD
INLAND CONTAINER CORP,IN,2650,1973,1,--,SB,PD
INLAND CONTAINER CORP,IN,2650,1974,1,449,SB,PD
INMONT CORP,IKN,2803,1949,1,500,RC,PD
INMONT CORP,IKN,2803,1950,1,--,RC,PD
INMONT CORP,IKN,2803,1951,1,--,RC,PD
INMONT CORP,IKN,2803,1952,1,--,RC,PD
INMONT CORP,IKN,2803,1953,1,--,RC,PD
INMONT CORP,IKN,2803,1954,1,--,RC,PD
INMONT CORP,IKN,2803,1955,1,--,RC,PD
INMONT CORP,IKN,2803,1956,1,--,RC,PD
INMONT CORP,IKN,2803,1957,1,--,RC,PD
INMONT CORP,IKN,2803,1958,1,--,RC,PD
INMONT CORP,IKN,2803,1959,1,329,RC,PD
INMONT CORP,IKN,2803,1960,1,--,RC,PD
INMONT CORP,IKN,2803,1961,1,--,RC,PD
INMONT CORP,IKN,2803,1962,1,--,RC,PD
INMONT CORP,IKN,2803,1963,1,--,RC,PD
INMONT CORP,IKN,2803,1964,1,--,RC,PD
INMONT CORP,IKN,2803,1965,1,--,RC,PD
INMONT CORP,IKN,2803,1966,1,--,RC,PD
INMONT CORP,IKN,2803,1967,1,--,RC,PD
INMONT CORP,IKN,2803,1968,1,--,RC,PD
INMONT CORP,IKN,2803,1969,1,289,RC,PD
INMONT CORP,IKN,2803,1970,1,--,RC,PD
INMONT CORP,IKN,2803,1971,1,--,RC,PD
INMONT CORP,IKN,2803,1972,1,--,RC,PD
INMONT CORP,IKN,2803,1973,1,--,RC,PD
INMONT CORP,IKN,2803,1974,1,397,RC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1949,1,68,RC,FU
INTL BUSINESS MACHINES CORP,IBM,3570,1950,1,--,RC,FU
INTL BUSINESS MACHINES CORP,IBM,3570,1951,1,--,RC,FU
INTL BUSINESS MACHINES CORP,IBM,3570,1952,1,--,RC,FU
INTL BUSINESS MACHINES CORP,IBM,3570,1953,1,--,RC,FU
INTL BUSINESS MACHINES CORP,IBM,3570,1954,1,--,RC,FU
INTL BUSINESS MACHINES CORP,IBM,3570,1955,1,--,RC,FU
INTL BUSINESS MACHINES CORP,IBM,3570,1956,1,--,RC,FU
INTL BUSINESS MACHINES CORP,IBM,3570,1957,1,--,RC,FU
INTL BUSINESS MACHINES CORP,IBM,3570,1958,1,--,RC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1959,1,27,RC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1960,1,--,RC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1961,1,--,RC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1962,1,--,RC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1963,1,--,RC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1964,1,--,DC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1965,1,--,DC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1966,1,--,DC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1967,1,--,DC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1968,1,--,DC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1969,1,5,DC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1970,1,--,DC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1971,1,--,DC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1972,1,--,DC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1973,1,--,DC,PD
INTL BUSINESS MACHINES CORP,IBM,3570,1974,1,9,DC,PD
INTERSTATE BRANDS,IBC,2051,1949,1,500,SB,FU
INTERSTATE BRANDS,IBC,2051,1950,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1951,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1952,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1953,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1954,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1955,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1956,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1957,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1958,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1959,1,324,SB,FU
INTERSTATE BRANDS,IBC,2051,1960,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1961,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1962,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1963,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1964,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1965,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1966,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1967,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1968,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1969,1,374,SB,FU
INTERSTATE BRANDS,IBC,2051,1970,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1971,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1972,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1973,1,--,SB,FU
INTERSTATE BRANDS,IBC,2051,1974,1,412,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1960,0,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1961,0,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1962,0,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1963,1,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1964,1,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1965,1,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1966,1,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1967,1,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1968,1,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1969,1,167,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1970,1,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1971,1,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1972,1,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1973,1,--,SB,FU
IOWA BEEF PROCESSORS,IBP,2010,1974,1,131,SB,FU
IPL CORP,IPL_,2010,1950,1,--,DC,FU
IPL CORP,IPL_,2010,1951,1,--,DC,FU
IPL CORP,IPL_,2010,1952,1,--,DC,FU
IPL CORP,IPL_,2010,1953,1,--,DC,FU
IPL CORP,IPL_,2010,1954,1,--,DC,FU
IPL CORP,IPL_,2010,1955,1,--,DC,FU
IPL CORP,IPL_,2010,1956,1,--,DC,FU
IPL CORP,IPL_,2010,1957,1,--,DC,FU
IPL CORP,IPL_,2010,1958,1,--,DC,FU
IPL CORP,IPL_,2010,1959,1,113,DC,FU
IPL CORP,IPL_,2010,1960,1,--,DC,FU
IPL CORP,IPL_,2010,1961,1,--,DC,FU
IPL CORP,IPL_,2010,1962,1,--,DC,FU
IPL CORP,IPL_,2010,1963,1,--,DC,FU
IPL CORP,IPL_,2010,1964,1,--,DC,FU
IPL CORP,IPL_,2010,1965,1,--,DC,FU
IPL CORP,IPL_,2010,1966,1,--,DC,FU
IPL CORP,IPL_,2010,1967,1,--,DC,FU
IPL CORP,IPL_,2010,1968,1,--,DC,FU
IPL CORP,IPL_,2010,1969,0,0,DC,FU
JOHNSON & JOHNSON,JNJ,2837,1949,1,200,RC,FU
JOHNSON & JOHNSON,JNJ,2837,1950,1,--,RC,FU
JOHNSON & JOHNSON,JNJ,2837,1951,1,--,RC,FU
JOHNSON & JOHNSON,JNJ,2837,1952,1,--,RC,FU
JOHNSON & JOHNSON,JNJ,2837,1953,1,--,RC,FU
JOHNSON & JOHNSON,JNJ,2837,1954,1,--,RC,FU
JOHNSON & JOHNSON,JNJ,2837,1955,1,--,RC,FU
JOHNSON & JOHNSON,JNJ,2837,1956,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1957,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1958,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1959,1,151,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1960,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1961,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1962,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1963,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1964,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1965,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1966,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1967,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1968,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1969,1,170,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1970,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1971,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1972,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1973,1,--,RC,PD
JOHNSON & JOHNSON,JNJ,2837,1974,1,99,RC,PD
JONES & LAUGHLIN STEEL CORP,JL,3310,1949,1,35,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1950,1,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1951,1,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1952,1,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1953,1,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1954,1,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1955,1,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1956,1,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1957,1,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1958,0,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1959,0,51,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1960,0,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1961,0,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1962,0,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1963,0,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1964,0,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1965,0,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1966,0,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1967,0,--,SV,FU
JONES & LAUGHLIN STEEL CORP,JL,3310,1968,0,--,SV,FU
JOSLYN MFG & SUPPLY CO,JSY,3661,1949,1,500,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1950,1,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1951,1,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1952,1,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1953,1,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1954,1,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1955,1,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1956,1,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1957,1,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1958,1,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1959,1,405,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1960,1,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1961,1,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1962,0,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1963,0,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1964,0,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1965,0,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1966,0,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1967,0,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1968,0,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1969,0,606,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1970,0,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1971,0,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1972,0,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1973,0,--,RC,PD
JOSLYN MFG & SUPPLY CO,JSY,3661,1974,0,659,RC,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1949,1,200,DV,FU
KAISER ALUMINUM & CHEM CORP,KLU,3334,1950,1,--,DV,FU
KAISER ALUMINUM & CHEM CORP,KLU,3334,1951,1,--,DV,FU
KAISER ALUMINUM & CHEM CORP,KLU,3334,1952,1,--,DV,FU
KAISER ALUMINUM & CHEM CORP,KLU,3334,1953,1,--,DV,FU
KAISER ALUMINUM & CHEM CORP,KLU,3334,1954,1,--,DV,FU
KAISER ALUMINUM & CHEM CORP,KLU,3334,1955,1,--,DV,FU
KAISER ALUMINUM & CHEM CORP,KLU,3334,1956,1,--,DV,FU
KAISER ALUMINUM & CHEM CORP,KLU,3334,1957,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1958,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1959,1,101,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1960,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1961,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1962,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1963,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1964,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1965,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1966,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1967,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1968,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1969,1,125,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1970,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1971,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1972,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1973,1,--,DV,PD
KAISER ALUMINUM & CHEM CORP,KLU,3334,1974,1,114,RC,PD
KARAGHEUSIAN,KAR_,2200,1949,1,500,SB,FU
KARAGHEUSIAN,KAR_,2200,1950,1,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1951,1,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1952,1,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1953,1,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1954,1,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1955,1,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1956,0,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1957,0,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1958,0,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1959,0,0,SB,FU
KARAGHEUSIAN,KAR_,2200,1960,0,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1961,0,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1962,0,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1963,0,--,SB,FU
KARAGHEUSIAN,KAR_,2200,1964,0,--,SB,FU
KELSEY HAYES CO,KW,3714,1949,1,500,SB,FU
KELSEY HAYES CO,KW,3714,1950,1,--,SB,FU
KELSEY HAYES CO,KW,3714,1951,1,--,SB,FU
KELSEY HAYES CO,KW,3714,1952,1,--,SB,FU
KELSEY HAYES CO,KW,3714,1953,1,--,SB,FU
KELSEY HAYES CO,KW,3714,1954,1,--,SB,FU
KELSEY HAYES CO,KW,3714,1955,1,--,DL,FU
KELSEY HAYES CO,KW,3714,1956,1,--,DL,FU
KELSEY HAYES CO,KW,3714,1957,1,--,DL,FU
KELSEY HAYES CO,KW,3714,1958,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1959,1,224,RL,FU
KELSEY HAYES CO,KW,3714,1960,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1961,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1962,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1963,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1964,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1965,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1966,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1967,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1968,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1969,1,259,RL,FU
KELSEY HAYES CO,KW,3714,1970,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1971,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1972,1,--,RL,FU
KELSEY HAYES CO,KW,3714,1973,0,--,RL,FU
KEYSTONE CONS INDS INC,KES,3311,1949,1,500,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1950,1,--,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1951,1,--,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1952,1,--,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1953,1,--,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1954,1,--,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1955,1,--,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1956,1,--,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1957,1,--,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1958,1,--,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1959,1,331,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1960,1,--,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1961,1,--,DV,FS
KEYSTONE CONS INDS INC,KES,3311,1962,1,--,DV,FS
